id,pid,ms_subclass,ms_zoning,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,exter_qual,exter_cond,foundation,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,sale_type,saleprice
1426,906412010,20,RL,11778,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,2276,0,0,2276,2,0,3,1,Ex,7,Typ,2,Y,0,0,70,0,255,0,0,6,2008,WD ,475000
2240,910204090,30,RM,8967,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,2,1920,1950,Gable,CompShg,MetalSd,MetalSd,TA,Fa,BrkTil,GasA,Gd,Y,Mix,1077,0,0,1077,1,0,2,1,TA,6,Maj2,0,N,0,0,0,0,0,0,0,11,2007,WD ,67000
1706,528144050,60,RL,10562,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1610,551,0,2161,1,1,3,1,Ex,8,Typ,1,Y,178,120,0,0,0,0,0,11,2007,New,325624
2252,914460110,20,RL,12864,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1409,0,0,1409,1,1,1,1,Gd,4,Typ,1,Y,0,144,0,0,145,0,0,7,2007,WD ,245000
1136,531375110,20,RL,13695,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,GasA,Ex,Y,SBrkr,1114,0,0,1114,1,1,3,1,Gd,6,Typ,0,Y,0,102,0,0,0,0,0,6,2008,WD ,159000
1877,534204120,20,RL,10289,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,TA,TA,CBlock,GasA,TA,Y,SBrkr,1073,0,0,1073,1,1,3,1,TA,6,Typ,0,Y,0,0,0,0,0,0,0,6,2007,WD ,156000
424,528106020,20,RL,15431,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Ex,TA,PConc,GasA,Ex,Y,SBrkr,2402,0,0,2402,2,0,2,1,Ex,10,Typ,2,Y,0,72,0,0,170,0,0,4,2009,WD ,555000
1182,533251120,20,RL,11120,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,6,1984,1984,Gable,CompShg,Plywood,Plywood,TA,TA,PConc,GasA,TA,Y,SBrkr,1232,0,0,1232,2,0,3,1,TA,6,Typ,0,Y,0,0,0,0,0,0,0,6,2008,WD ,162500
2750,906225180,90,RL,9069,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,SFoyer,6,8,1993,1993,Gable,CompShg,HdBoard,HdBoard,Gd,Gd,PConc,GasA,Gd,Y,SBrkr,1440,0,0,1440,2,0,2,2,Gd,8,Typ,0,Y,288,0,0,0,0,0,0,4,2006,WD ,224500
1016,527276040,20,RL,47280,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,1950,1950,Hip,CompShg,AsbShng,AsbShng,TA,TA,CBlock,GasA,Gd,Y,SBrkr,1488,0,0,1488,2,1,3,1,TA,6,Typ,1,Y,0,0,180,0,0,0,0,7,2008,WD ,133000
2436,528250060,60,RL,7875,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,807,702,0,1509,2,1,3,1,Gd,8,Typ,1,Y,0,75,0,0,0,0,0,7,2006,WD ,180000
1607,923277080,20,RL,6600,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1982,2005,Gable,CompShg,HdBoard,Plywood,TA,TA,CBlock,GasA,Gd,Y,SBrkr,845,0,0,845,1,0,3,1,Gd,6,Typ,0,Y,0,0,0,0,0,0,0,7,2008,WD ,134500
2337,527216050,60,RL,13682,Pave,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Ex,TA,PConc,GasA,Ex,Y,SBrkr,1426,1519,0,2945,3,1,3,1,Gd,10,Typ,1,Y,192,0,37,0,0,0,0,10,2006,New,438780
1233,535105090,80,RL,9150,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1962,1962,Gable,Tar&Grv,Plywood,Plywood,TA,TA,CBlock,GasA,Gd,Y,SBrkr,1431,0,0,1431,1,0,3,1,TA,6,Typ,1,Y,64,110,0,0,0,0,0,12,2008,WD ,165000
419,527455240,20,RL,7150,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,TA,Y,SBrkr,892,0,0,892,1,0,3,1,TA,5,Typ,0,Y,0,0,0,0,0,0,0,7,2009,WD ,100000
633,535154060,20,RL,12285,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1960,1960,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,GasA,Gd,Y,SBrkr,1329,0,0,1329,1,1,3,1,TA,5,Typ,2,Y,0,0,203,0,0,0,0,8,2009,WD ,176000
2722,905200340,20,RL,17920,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1955,1974,Hip,CompShg,Wd Sdng,Plywood,TA,TA,CBlock,GasA,TA,Y,SBrkr,1779,0,0,1779,1,1,3,1,TA,6,Typ,1,Y,0,418,0,0,312,0,0,7,2006,WD ,170000
469,528228290,120,RL,3684,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1555,0,0,1555,2,0,2,1,Gd,7,Typ,1,Y,143,20,0,0,0,0,0,6,2009,WD ,174000
1365,903456130,50,RM,7006,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1925,1950,Gable,CompShg,Stucco,Stucco,TA,TA,PConc,GasA,TA,Y,SBrkr,788,448,0,1236,2,0,3,1,TA,6,Typ,1,Y,0,0,0,0,0,0,0,8,2008,WD ,127000
1098,528294060,60,RL,8390,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,GasA,Ex,Y,SBrkr,873,778,0,1651,2,1,3,1,TA,7,Typ,1,Y,0,103,0,0,0,0,0,5,2008,WD ,185900
711,902206260,30,RM,5784,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,8,1938,1996,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,GasA,Gd,Y,FuseA,886,0,0,886,1,0,2,1,TA,4,Typ,0,Y,144,20,80,0,0,0,0,12,2009,WD ,91300
2808,907405030,20,RL,9135,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1700,0,0,1700,2,0,3,1,Gd,7,Typ,0,Y,192,23,0,0,0,0,0,5,2006,WD ,200000
1959,535450310,50,RL,10496,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1949,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,GasA,Ex,Y,SBrkr,1168,678,0,1846,2,0,3,1,TA,7,Typ,1,Y,0,0,0,0,0,0,0,1,2007,WD ,143000
2720,905200280,50,RL,13650,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,Gd,Gd,CBlock,GasA,Ex,Y,SBrkr,1252,668,0,1920,2,0,4,1,Gd,8,Typ,1,Y,0,0,0,0,0,0,0,7,2006,WD ,172500
2170,908103090,20,RL,8308,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1963,1963,Gable,CompShg,VinylSd,VinylSd,TA,Gd,CBlock,GasA,TA,Y,SBrkr,1088,0,0,1088,1,0,2,1,TA,4,Typ,0,P,0,0,0,0,0,0,0,6,2007,COD,110000
603,534277090,20,RL,9450,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,GasA,TA,Y,SBrkr,1362,0,0,1362,1,0,3,1,TA,6,Typ,1,Y,0,0,84,0,0,0,0,5,2009,WD ,140000
2113,906394050,20,RL,9317,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Gd,Y,SBrkr,1314,0,0,1314,2,0,3,1,Gd,6,Typ,1,Y,0,22,0,0,0,0,0,3,2007,WD ,176432
1146,531450090,20,RL,7153,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,Gd,Y,SBrkr,1294,0,0,1294,2,0,3,1,Gd,6,Typ,0,Y,112,51,0,0,0,0,0,6,2008,WD ,179200
2105,906380120,20,RL,8814,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1274,0,0,1274,2,0,3,1,Gd,6,Typ,0,Y,264,98,0,0,0,0,0,1,2007,New,203000
1786,528435060,20,RL,9849,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,6,2007,2007,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1689,0,0,1689,2,0,3,1,Gd,7,Typ,0,Y,0,56,0,0,0,0,0,6,2007,New,248328
961,916382110,20,RL,14463,Pave,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,CemntBd,CmentBd,Ex,TA,PConc,GasA,Ex,Y,SBrkr,1641,0,0,1641,2,0,3,1,Ex,7,Typ,0,Y,0,95,0,0,0,0,0,1,2009,WD ,316500
1405,905403060,50,RL,5190,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,7,5,1948,1950,Gable,CompShg,BrkFace,Plywood,TA,TA,CBlock,GasA,TA,Y,SBrkr,617,462,0,1079,1,0,2,1,TA,5,Typ,1,Y,135,0,0,0,0,0,0,1,2008,WD ,125600
1324,902406020,20,RM,9750,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,GasA,Gd,Y,SBrkr,984,0,0,984,1,0,2,1,Fa,5,Typ,0,N,0,0,0,0,0,0,0,6,2008,WD ,110000
1986,902205130,30,RM,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,4,1920,1950,Hip,CompShg,MetalSd,MetalSd,TA,TA,PConc,GasA,Gd,Y,FuseA,960,0,0,960,1,0,2,1,Fa,5,Typ,0,Y,0,0,168,0,0,0,0,7,2007,WD ,108500
307,911204090,20,C (all),8712,Grvl,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,Fa,TA,CBlock,GasA,TA,N,FuseA,1044,0,0,1044,1,0,2,1,Fa,4,Typ,0,N,0,0,0,0,0,0,54,6,2010,WD ,55993
180,902206220,50,RM,11851,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,7,1948,2009,Gable,CompShg,VinylSd,VinylSd,TA,Gd,BrkTil,GasA,Ex,Y,SBrkr,1027,606,0,1633,1,0,3,1,Gd,7,Typ,1,Y,0,100,126,0,0,0,0,6,2010,WD ,129000
2896,916402125,20,RL,13811,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,6,1987,1987,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,Gd,Y,SBrkr,1137,0,0,1137,2,0,2,1,Gd,5,Typ,1,Y,125,0,0,0,0,0,0,7,2006,WD ,176000
668,535402090,20,RL,10143,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1963,1963,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,Fa,Y,SBrkr,1380,0,0,1380,1,1,3,1,TA,6,Typ,0,Y,0,0,0,0,216,0,0,6,2009,WD ,154000
1582,916402215,20,RL,18265,Pave,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1986,1986,Gable,CompShg,Plywood,HdBoard,Gd,Gd,CBlock,GasA,Ex,Y,SBrkr,1256,0,0,1256,2,0,3,1,Gd,6,Typ,1,Y,282,0,0,0,0,0,0,3,2008,WD ,180000
2285,923225050,120,RM,4224,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,5,1976,1976,Gable,CompShg,CemntBd,CmentBd,TA,TA,PConc,GasA,TA,Y,SBrkr,1142,0,0,1142,1,1,3,1,TA,6,Typ,1,Y,536,90,0,0,0,0,0,8,2007,WD ,134000
2079,905426010,20,RL,12615,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1950,2001,Gable,CompShg,WdShing,Wd Shng,TA,TA,CBlock,GasA,TA,Y,SBrkr,2158,0,0,2158,2,0,4,1,Gd,7,Typ,1,Y,0,29,39,0,0,0,0,6,2007,WD ,243000
2272,916475020,20,RL,14536,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1629,0,0,1629,2,0,3,1,Gd,9,Typ,1,Y,0,252,0,0,0,0,0,11,2007,WD ,270000
2250,914452190,20,RL,9187,Pave,Reg,Bnk,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6,5,1983,1983,Gable,CompShg,VinylSd,VinylSd,TA,Gd,PConc,GasA,TA,Y,SBrkr,1080,0,0,1080,1,1,3,1,TA,5,Typ,0,Y,120,0,158,0,0,0,0,6,2007,WD ,134000
502,528365070,60,RL,9900,Pave,Reg,Low,AllPub,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1372,1274,0,2646,2,1,4,1,Gd,9,Typ,1,Y,340,60,144,0,0,0,0,4,2009,WD ,260000
2166,907420060,60,RL,8333,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Gd,Y,SBrkr,738,753,0,1491,2,1,3,1,Gd,7,Typ,1,Y,100,30,0,0,0,0,0,5,2007,WD ,168675
1622,527158090,80,RL,10147,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,6,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,GasA,Gd,Y,SBrkr,924,770,0,1694,2,1,3,1,TA,7,Typ,1,Y,256,64,0,0,0,0,0,3,2007,WD ,160000
1299,902136110,50,RM,5914,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,9,1890,1996,Gable,CompShg,Wd Sdng,HdBoard,TA,TA,BrkTil,GasA,Gd,Y,SBrkr,684,396,0,1080,1,0,3,1,Gd,5,Typ,0,N,0,165,30,0,0,0,0,9,2008,WD ,95000
832,906392130,60,RL,11646,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,704,718,0,1422,2,1,3,1,Gd,7,Typ,1,Y,36,28,0,0,0,0,0,7,2009,WD ,173000
2470,528488130,20,FV,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1301,0,0,1301,2,0,2,1,Gd,5,Typ,1,Y,216,121,0,0,0,0,0,8,2006,New,187750
1017,527301170,60,RL,20544,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1986,1991,Gable,CompShg,Plywood,Plywood,TA,Gd,CBlock,GasA,Gd,Y,SBrkr,1236,857,0,2093,2,1,3,1,TA,7,Typ,1,Y,364,63,0,0,0,0,0,11,2008,WD ,215000
1384,905107380,20,RL,9981,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,GasA,Gd,Y,SBrkr,1073,0,0,1073,1,0,3,1,TA,6,Typ,0,Y,0,90,0,0,0,0,0,3,2008,WD ,120000
1790,528439080,20,RL,8251,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1506,0,0,1506,2,0,3,1,Gd,7,Typ,1,Y,192,35,0,0,0,0,0,4,2007,WD ,249000
2530,534175100,20,RL,10140,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,Gd,Y,SBrkr,1334,0,0,1334,2,0,3,1,TA,7,Typ,0,Y,0,20,35,0,264,0,0,4,2006,WD ,164500
2893,916252170,120,RM,8239,Pave,IR1,Lvl,AllPub,Inside,Gtl,GrnHill,Norm,Norm,TwnhsE,1Story,7,5,1986,1986,Gable,CompShg,BrkFace,Wd Sdng,Gd,TA,CBlock,GasA,Gd,Y,SBrkr,1295,0,0,1295,2,0,2,1,Gd,5,Typ,0,Y,0,0,0,0,0,0,0,11,2006,WD ,230000
2027,903426010,70,RM,5700,Pave,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Feedr,Norm,1Fam,2Story,7,6,1929,1990,Gable,CompShg,Wd Sdng,Wd Shng,TA,TA,BrkTil,GasA,Gd,N,FuseA,672,672,0,1344,1,1,3,1,Gd,6,Typ,1,Y,0,0,70,0,0,0,0,9,2007,WD ,140000
683,535452140,20,RL,7200,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,GasA,TA,Y,SBrkr,732,0,0,732,1,0,2,1,TA,4,Typ,0,Y,0,68,0,0,0,0,0,9,2009,WD ,118900
823,906378110,20,RL,9178,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1468,0,0,1468,2,0,3,1,Gd,6,Typ,1,Y,192,142,0,0,0,0,0,6,2009,WD ,239900
2374,527452070,120,RL,4043,Pave,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1975,1975,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,GasA,Gd,Y,SBrkr,1069,0,0,1069,2,0,2,1,TA,4,Typ,1,Y,0,55,0,0,225,0,0,7,2006,WD ,146300
1594,923225080,120,RM,4224,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,6,1975,1975,Gable,CompShg,CemntBd,CmentBd,TA,TA,PConc,GasA,Gd,Y,SBrkr,1040,0,0,1040,1,0,3,1,TA,6,Typ,0,Y,0,100,0,0,0,0,0,6,2008,WD ,124000
2049,905100060,190,RL,11235,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,2fmCon,SFoyer,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,TA,Y,SBrkr,999,0,0,999,1,0,3,1,TA,6,Typ,0,Y,40,176,0,0,0,0,0,3,2007,WD ,130000
1813,531385070,20,RL,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,GasA,Ex,Y,SBrkr,1349,0,0,1349,2,0,3,1,TA,6,Typ,0,Y,120,55,0,0,0,0,0,12,2007,WD ,179000
365,527180100,20,RL,11851,Pave,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,GasA,Ex,Y,SBrkr,1442,0,0,1442,2,0,3,1,TA,5,Typ,0,Y,0,34,0,508,0,0,0,5,2009,WD ,180500
176,902125160,30,RM,4608,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,GasA,TA,Y,SBrkr,747,0,0,747,1,0,2,1,TA,4,Typ,0,Y,0,0,0,0,0,0,0,6,2010,WD ,80000
510,528435030,20,RL,9262,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2009,Gable,CompShg,CemntBd,CmentBd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1578,0,0,1578,2,0,3,1,Ex,7,Typ,1,Y,0,36,0,0,0,0,0,5,2009,New,287090
1326,902427045,20,RM,12702,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,BrkFace,BrkFace,TA,TA,PConc,GasA,Gd,Y,FuseA,882,0,0,882,1,0,2,1,TA,4,Typ,0,Y,0,45,0,0,0,0,0,12,2008,WD ,97000
2423,528228360,120,RL,2938,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1511,0,0,1511,2,0,2,1,Gd,5,Typ,1,Y,130,30,0,0,0,0,0,5,2006,WD ,246990
1631,527175130,20,RL,18160,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,Fa,Y,SBrkr,1128,0,0,1128,1,0,3,1,TA,6,Typ,1,P,0,108,246,0,0,0,0,3,2007,WD ,154204
1263,535425060,20,RL,11355,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,7,1958,2001,Gable,Tar&Grv,HdBoard,HdBoard,TA,TA,CBlock,GasA,Ex,Y,SBrkr,1312,0,0,1312,1,1,3,1,TA,6,Typ,1,Y,0,304,144,0,0,0,6500,4,2008,WD ,186000
1046,527451550,160,RM,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,TA,Y,SBrkr,630,672,0,1302,2,1,3,1,TA,6,Typ,0,Y,0,0,0,0,0,0,0,12,2008,WD ,111750
47,528176010,20,RL,14300,Pave,Reg,HLS,AllPub,Inside,Mod,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,Ex,TA,PConc,GasA,Ex,Y,SBrkr,2696,0,0,2696,2,1,3,1,Ex,10,Typ,2,Y,220,150,0,0,0,0,0,6,2010,WD ,500000
1424,906378190,60,RL,10616,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,628,728,0,1356,2,1,3,1,Gd,6,Typ,1,Y,100,24,0,0,0,0,0,3,2008,New,177439
429,528108070,60,RL,11308,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Ex,TA,PConc,GasA,Ex,Y,SBrkr,1130,1054,0,2184,2,1,3,1,Ex,10,Typ,1,Y,0,102,0,0,0,0,0,7,2009,WD ,335000
1031,527359070,60,RL,10480,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1976,1976,Hip,CompShg,Plywood,Plywood,TA,TA,CBlock,GasA,TA,Y,SBrkr,1098,866,0,1964,2,1,4,1,TA,8,Typ,1,Y,0,69,0,0,0,0,0,9,2008,WD ,205000
1635,527184110,120,RL,5118,Pave,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1990,1990,Gable,CompShg,CemntBd,CmentBd,Gd,TA,PConc,GasA,Gd,Y,SBrkr,1321,0,0,1321,1,0,1,1,Gd,4,Typ,1,Y,0,64,140,0,0,0,0,8,2007,WD ,212000
309,911370510,120,RM,3811,Pave,IR1,HLS,AllPub,Corner,Mod,Crawfor,Artery,Norm,TwnhsE,1Story,8,5,2004,2005,Hip,CompShg,CemntBd,CmentBd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1646,0,0,1646,2,0,2,1,Gd,5,Typ,1,Y,128,53,0,0,155,0,0,5,2010,WD ,246000
